name,description,channel_id,date_subscribed
Tiësto,"Bring Me To Life!
http://tiesto.lnk.to/BringMeToLife",UCPk3RMMXAfLhMJPFpQhye9g,2014-05-28T05:12:16Z
JONES,,UCPki1gEiJQax6u4fInkWtVw,2017-02-17T18:30:40Z
Secret Diary Of A Call Girl,"Hannah Baxter leads a double life as London's infamous high class escort Belle De Jour and she's here to bring you all the secrets and insights into the working life of an everyday Call Girl.

Subscribe to see less... ;D",UCPtP6iZKof4fOKvQdQxam9w,2016-06-16T21:07:21Z
Ja Rule,Ja Rule's official YouTube channel.,UCPtkyQqGNQUMf5JCpxfPeoA,2021-09-04T10:28:16.759802Z
Simon Willison,https://simonwillison.net,UCPzGwk1N5ea7sV3S2c2x1kg,2025-07-11T18:28:27.465748Z
Mary J Blige,"Mary J. Blige on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCQ-ttSCwBiGhgM5GLY1hzWA,2018-04-30T22:49:50.81837Z
MC G'Zay,"Recording & Performing Artiste |
Audio Producer & Engineer |
Cinematographer & Photogrpaher |
Creative Director for  the watchmen |
Bookings and info contact informationgzay@gmail.com
+254720295729",UCQ0WtcU9kXjUqbAooS9J-Dg,2016-06-29T19:52:43Z
OneRepublic,"OneRepublic is singer/songwriter and vocalist Ryan Tedder, guitarists Zach Filkins and Drew Brown, bassist and cellist Brent Kutzle, and drummer Eddie Fisher.

The band's 2007 debut Dreaming Out Loud included multi-platinum-selling, Grammy nominated “Apologize”. “All the Right Moves,” “Secrets” and “Good Life” followed on 2009’s Waking Up. 2013's platinum album Native featured the No.1 single “Counting Stars,” one of YouTube's most viewed videos of all time.

The new album Human is set for 2021.",UCQ5kHOKpF3-1_UCKaqXARRg,2018-04-16T01:05:18.331876Z
Song des Tages,"Song des Tages ist das neue digitale Zuhause der Pop- und Urban-Kultur. Auf diesem Kanal versorgen wir euch ab jetzt regelmäßig mit offiziellen Musikvideos, Konzerten, Interviews und News aus den Bereichen Lifestyle und Entertainment.
 
Kein Video mehr verpassen: Abonniere Song des Tages auf YouTube: http://bit.ly/1dHiFUL
 
Du willst täglich neuen Input? Dann folge uns auch auf unserem Instagram-Channel: https://www.instagram.com/dasistangesagt/
 
Höre, was angesagt ist. Unsere Spotify-Playlist liefert dir die heißesten Tracks aus den Bereichen Pop und Urban: http://wmg.click/AngesagtLY
 
Manche mögen Rechtliches – hier findest du das Impressum von Warner Music: https://www.warnermusic.de/impressum",UCQ8jTcfNOaBUwRSTQUybEug,2017-10-30T12:18:07Z
Murfy's fLaw,Murfy's fLaW Official YouTube Channel,UCQBLo9irDZmk9L_SLk1aPmg,2014-09-23T15:32:15Z
Robert Scoble,"First to show you ML/AI/Spatial Computing like Siri, Tesla, Waymo, June Oven. Chief strategy officer at Infinite Retina.",UCQCV_2mN0iHzwGRFjbsszBw,2014-05-28T05:10:21Z
Awkward Puppets,"Created/Directed by: Rudy Mancuso
Executive Producers: John Shahidi & Sam Shahidi",UCQG4cX86zZ51IU2cerZgPSA,2017-02-27T10:35:02Z
Stella Mwangi,www.stellamwangi.com,UCQHzoLOgqSM0vCKU_kflgrA,2017-12-01T08:26:47Z
Mwalimu Wairimu,,UCQIVXOguS1C-O_GGJcNPdIw,2021-05-03T14:13:12.742546Z
Davido,"Davido on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCQJOYS9v30qM74f6gZDk0TA,2018-12-08T00:10:51.259133Z
Kung'ara Store,"Kung’ara stocks and creates stylish garments that blend modern and local trends. The boutique's mission is to assist in solving the issue of a lack of business strategy and support for upcoming local designers in the East African region. We aim to help fashion brands and young designers achieve their business potential in an efficient, purposeful and strategic way. Our professional and creative background and experience enables us to occupy the space between communication, commerce and creativity. Kung'ara assists those it stocks in connecting with their audience, raising brand awareness and ultimately driving consumer engagement and sales. Kung'ara's core business is mainly built around upcoming East African designers, and we hope to create a platform for these designers to grow their brands and express themselves without losing their identity.",UCQJslXNEQtXvQ_PjPpEo40Q,2017-10-08T17:46:02Z
versatile Kenya,Kenya's dancehall General,UCQOyVOG_lxxzmAxOijfab9Q,2016-08-28T04:30:56Z
The Dapper Brother,"Official Youtube Channel of Kenyan Menswear Blogger, Muriuki Kagiri. Subscribe for everything Menswear, Lifestyle, Technology and Travel :)",UCQRPDcvv70bI2_f5gQ20Ytw,2017-04-12T09:37:37Z
Speed reacts • 799k views • Just now•,subscribe,UCQTnOOgDjfTYB7lxP4PmMmw,2021-02-25T06:43:40.215817Z
DMX,"The official YouTube channel of Earl ""DMX"" Simmons",UCQcTmBevae2jDeFEZ6VEQPw,2019-10-02T05:25:39.862864Z
Maejor,,UCQhA5oFQtavmvA-bBk-G4og,2018-04-27T23:34:57.769813Z
JONES,"The Official YouTube channel for JONES.

London artist Cherie Jones-Mattis, known artistically as JONES, weaves music that resonates with the soul's intricate tapestry of emotions. Since the age of 15, JONES has embarked on a mission to capture the human experience through her music, drawing from the vocal prowess of legends like Mariah Carey and Whitney Houston. Raised by a single mother, her sound carries a blend of resilience and determination, a stark contrast to its gentle, ethereal voice.",UCQhAFawQK9QhP13oO_TboSg,2020-12-01T11:03:58.027371Z
Five Finger Death Punch,Official YouTube channel for Five Finger Death Punch -  '20 Years of Five Finger Death Punch – Best Of Volume 1' out 07.18.25 - PRE-ORDER NOW - https://ffdp.lnk.to/bestofvol1,UCQjw3b3Ay5zMmEHUAxL93Rw,2018-05-01T23:16:53.337631Z
Big Boi,"Big Boi set the pace for Atlanta, and by proxy, the culture at large. If the genre of hip-hop ever gets its own ""Rap Mount Rushmore,"" a legacy as the region's foremost wordsmith, funkiest gentleman, and resident ATLien certainly guarantees a place for the diamond selling artist, rapper, songwriter, record producer, actor, philanthropist born Antwan André Patton. Big made history as the preeminent spitter of the Dungeon Family and one-half of OutKast. The legendary duo sold 25m albums and garnered seven GRAMMY® Awards, becoming the first and only hip-hop artist in history to win the GRAMMY® for ""Album of the Year"" upon release of their 2003 RIAA Diamond-certified Speakerboxxx/The Love Below. Big Boi made his proper introduction as a solo artist in 2010 with Sir Lucious Left Foot: The Son of Chico Dusty. A modern classic, it captured #3 on the Billboard Top 200 and landed on Pitchfork's ""100 Best Albums of the Decade 'So Far'.""",UCQlGLw4kadZL_qrmL7H118A,2018-04-27T00:00:42.834308Z
Foi Wambui,"Foi Wambui is a Kenyan actor and content creator who creates edutainment content through fun sketches, as well as lifestyle related content. If this is something you're interested in, subscribe and join the family.",UCQlPUNUfsnBPyGvzIZvDUrg,2018-06-26T15:51:02.178677Z
CHEKA TV,"This is an Entertainment Channel. 
 The purpose of the channel is to purposely make you laugh and lift the spirits of those who are going through a tough situation. 

Cheka Tu Tv was created by Anthony N. Mbuthia aka Njoro for aspiring entertainers who believe they have what it takes to brighten one’s day. It has been his dream for many years to reach out to Swahili speakers all over Africa through short entertaining sketches. Cheka Tu Tv has 6 constant actors and is very big on featuring anyone who believes they have what it takes to lift one’s spirit. After all, Cheka Tu Tv is all about growing aspiring actors/entertainers. 

We believe through laughter, you can be healed in so many ways.",UCQqv4KIlFIvOSTSC9d23TuQ,2016-09-15T22:49:49Z
Cyn in the City,,UCQtirKkhKoMSj1OpxM0_HPw,2018-04-12T09:06:04.581531Z
M.I.A.,"M.I.A. on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCQukyhPqB1ScInTe0dxj0Iw,2018-06-27T23:19:29.132995Z
Drake,"Drake on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCQznUf1SjfDqx65hX3zRDiA,2018-04-04T13:43:49.604882Z
CHEBET RONOH,,UCR-oWEyX30_sehmd4fLxSEw,2019-01-22T21:51:01.125922Z
Njambiz,"I share my motherhood, life and weight loss journeys and occasionally some travel. 

For collabos or business, email me on njambizchannel@gmail.com

You can also support the channel with a donation via;
1. PayPal - njambizchannel@gmail.com 
2. Mpesa Till - 592188",UCR3VaiF-Ptj5Mb3KorXhNlQ,2019-05-24T18:55:35.130321Z
Cher Lloyd,"Cher Lloyd, the 25-year-old singer and songwriter is back and bolder than ever. Her highly anticipated return to music, reminding fans she is sassier than ever and ready to take the reigns with this new chapter in her career. With a legion of die-hard fans, 20 million+ combined social media followers and almost a billion views on YouTube Cher Lloyd is one of the most famous multiple-award-winning and multi-platinum-selling singer-songwriters. Since her breakout on the hit TV show X-Factor, Cher Lloyd has traversed the globe and has collaborated and shared the staged with some of the world’s biggest pop artists from Taylor Swift, Demi Lovato, One Direction, T.I 
and Will.I.Am. Just to name a few.

Unabashed and unfiltered honesty has always powered the young artist, and her instantly recognizable powerhouse voice has ignited multi-platinum smashes around the world. Check out her Channels to be part of the Cher-Lloyd-World.

Listen here: https://www.cherlloyd.de/",UCR72FMPr2lMA2mZNOWXUpwg,2018-04-17T01:10:49.246955Z
Kyle Exum,Great day to hit that subscribe button ain’t it? 👀,UCR9NuNwCUIhMOLUQnLN7_WA,2020-06-27T05:31:47.119507Z
Sharon Omangi,,UCRBFe3yQopR5erUskzr00Pw,2016-07-21T17:09:29Z
Fat Joe,"Fat Joe on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCRGfhmYGDuprNIjtZjrLhNQ,2018-05-14T23:24:41.661524Z
Jerry Ogallo,Jerry is a Kenyan afro-pop singer/ songwriter and performer stepping up to take Africa by storm with his captivating music.,UCROn73kSyLp30kpLqWlzi5w,2018-01-09T12:30:12.671Z
Mangastorian,"Trying again, 4th time has to work",UCRR7REQ6a0K3hOHNVdgBPcA,2024-01-02T20:15:28.359827Z
Khaligraph Jones,,UCRRSCAz5VJQqJHAIPgFVCxw,2015-07-10T12:38:11Z
Roadrunner Records,"The official YouTube channel of Roadrunner Records - burning your ears since 1980...

Korn / Slipknot / Code Orange / Trivium / Higher Power / Dinosaur Pile-Up / Angel Du$t / Coheed and Cambria / Stone Sour / FEVER 333 / In This Moment / Motionless In White / Gojira / Turnstile / Theory of a Deadman / Dana Dentata / Joyous Wolf / Mess of Wires / Salem",UCRRxSTgPUY0q_YToaczc2BQ,2017-02-10T11:43:59Z
This Is My Story Africa,A series of inspiring stories as told by personalities who have overcome odds and are now leading aspirational lives. Their story could be your story. ‪#‎ThisIsMyStory‬ ‪#‎TIMS‬,UCRWhWvQqOvHpSouQ5FPk20A,2016-05-25T21:21:50Z
Akaworldwide,,UCR_7R9E1hMGPn62uoaoC5RA,2021-02-09T12:28:12.828622Z
Maureen Muhia,Life as I see it.,UCRa7-F-M3hqUYDbL7UnStLw,2020-03-19T19:28:46.541598Z
Skylar Grey,"SURROUNDED BY SHADOWS, WE REACH FOR LIGHT WITHIN. SKYLAR GREY FINDS STRENGTH INSIDE OF HERSELF. THE FIVE-TIME GRAMMY® AWARD-NOMINATED MULTI PLATINUM ARTIST, PRODUCER, AND MULTI-INSTRUMENTALIST ALCHEMIZES DARKNESS INTO SONIC GEMSTONES FORGED UNDER THE HEAT AND PRESSURE OF HER OFTEN-UNBELIEVABLE EXPERIENCES. SHE HAS ENDURED TUMULT, TRIALS, AND TRIBULATIONS ONLY TO TAKE CONTROL OF HER ARTISTRY LIKE NEVER BEFORE, WRITING, PRODUCING, AND PERFORMING NEARLY EVERY NOTE—ALONE.

AS SUCH, SHE STEPS INTO HER POWER ON HER THIRD FULL-LENGTH OFFERING AND FIRST INDEPENDENT ALBUM, SKYLAR GREY.

“THIS ALBUM TAKES A TRANSFORMATIVE JOURNEY,” SHE OBSERVES.

SKYLAR PERSONALLY PRODUCED THE ENTIRE RECORD IN HER BEDROOM STUDIO, SINGING, PLAYING PIANO, AND ARRANGING STRINGS AND BEATS.

“IT’S A LETTER TO MY FANS,” SHE SMILES. “LET THIS MUSIC HELP YOU GET THROUGH WHATEVER YOU’RE GOING THROUGH.”

IN THE END, SHE HAS BECOME WHO SHE WAS ALWAYS MEANT TO BE AS AN ARTIST ON THIS ALBUM—AND THAT’S SKYLAR GREY.",UCRdVg6Xj_Az9YOsqDzLRbtA,2018-04-16T01:05:18.971374Z
Murugi Munyi,,UCRfGbRcRH9dcMv6nyGkUfyQ,2018-12-07T19:45:14.781584Z
KekePalmerVEVO,,UCRg9n8-A-ulwH7rZjRgpIOw,2018-04-18T23:45:26.788218Z
harshtag254 -,,UCRixsYnQ6a6q2zSJFy69xBA,2015-07-01T12:25:50Z
Risper’s world,How you love yourself is how you teach others to love you.”—,UCRkeZlx6emkNPepjAwOpUnQ,2021-05-19T19:20:00.003508Z
goodcharlotte,Welcome to the Official YouTube Channel of Good Charlotte!,UCRmbFkjfC6AsYHfCtOE0S5g,2018-05-03T08:29:05.252731Z
Last Year's Tragedy,Official YouTube channel for Kenyan metalcore band LAST YEAR'S TRAGEDY,UCRrNNqHBMRKrvWayG7r58cA,2014-09-23T15:32:15Z
3doorsdown,"3 Doors Down on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCRxxOhTdsfA0hdvDG9Tb0HA,2018-04-18T23:45:27.07469Z
Falz,"Description
FOLLOW FALZ:
►Subscribe to channel: https://www.youtube.com/channel/UCRySqRCtgB9iKFK4lSQRXBw
►Instagram - https://instagram.com/falzthebahdguy
►Twitter - https://twitter.com/falzthebahdguy
►Facebook: https://www.facebook.com/falzthebahdguy1
►SnapChat: falzthebahdguy
►Business/Bookings:  bahdguys@gmail.com",UCRySqRCtgB9iKFK4lSQRXBw,2022-06-22T16:29:33.630901Z
The Chainsmokers,"The Chainsmokers on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCRzzwLpLiUNIs6YOPe33eMg,2018-05-11T01:07:20.448218Z
Abigail Arunga,my stuff?,UCS06YCAUjEphYEQGA4mP1mA,2016-09-19T09:14:33Z
The Big Break Legacy Show,"Welcome to the Official Channel of The Big Break Legacy, a proudly South African reality TV show that aims to start a global revolution of entrepreneurs who build new enterprises which are innovative, exciting, sustainable and most importantly, contribute meaningfully towards the social development of communities.",UCS1mPVr8rZxXQStwRWajROQ,2014-05-28T05:13:22Z
Jazmine Sullivan,"Welcome to the Official channel of Jazmine Sullivan. 

Celebrate the 5th Anniversary of Heaux Tales!",UCS65KdzeUqZJw9erMhXkh4Q,2018-04-16T01:05:18.681217Z
SilentoVEVO,"Silentó on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCS9Lijwamx03o16qbx2gEjw,2015-06-30T21:41:16Z
nigahiga,"Send me stuff here!
PO BOX 232355 Las Vegas, NV 89105

Film / Television / Personal Appearances / Media Contact
Business Inquiries Only:
Email: Media@HigaTV.com

My 2nd Channel:
http://www.youtube.com/HigaTV

Also check out my Twitter:
http://www.twitter.com/TheRealRyanHiga

Facebook:
http://www.facebook.com/higatv

Instagram
https://www.instagram.com/notryanhiga/

Weibo:
 http://www.weibo.com/ryanhiga",UCSAUGyc_xA8uYzaIVG6MESQ,2014-09-23T13:21:08Z
Future,,UCSDvKdIQOwTfcyOimSi9oYA,2018-05-11T01:07:20.268629Z
BREALTV,"Content platform created by B-Real, the front man of legendary hip-hop / rap group Cypress Hill. BREAL.TV is your daily dose of news, music and culture.

Steaming live Monday thru Friday 2pm/pst 5/eastern",UCSDxHir7pmMTmJ_-tlK7NHA,2014-11-25T13:17:22Z
Darey,"Darey's Official Music Video & Content Channel

Darey is a multiple award-winning and Multi-Platinum selling Entertainer, Songwriter, Music Producer, Entrepreneur and is the Chief Creative Director at Livespot360.",UCSIn2LBDt3GvcW_gOWkXdIA,2016-07-06T21:54:06Z
Pretty,,UCSNWgrx4PMCZ0TmL2myGYAw,2018-04-25T23:31:31.935034Z
Kaggle,"Kaggle’s global community of practitioners, researchers, and enthusiasts collaborate to shape the frontier of AI. Through AI competitions, benchmarks, agentic evaluation, Kaggle serves as both the engine and proving ground for community-led innovation.",UCSNeZleDn9c74yQc-EKnVTA,2019-02-07T14:31:35.414642Z
DefNotSavanahSweet,Uhhh.. Not really Much here So... Hi.,UCSNl9vrsGJJd0n1DH0I-vbQ,2017-09-10T09:06:21Z
Hilary Duff,"luck ... or something out feb 20
🪩🪩🪩🪩🪩",UCSRmCrFvCPomTqjzwoF9MGw,2025-08-24T22:01:19.344371Z
The AbdulCollo,Anything,UCSS554AA_OII94l1g04acoA,2023-08-02T11:31:22.956096Z
NERO,,UCSWtsND2e1UE2AsTC3g0RyQ,2018-05-03T08:29:05.067654Z
Mark Ronson,Mark Ronson's official YouTube channel featuring videos from all his studio albums.,UCSY5V7BJSrxNvvBF0Drslow,2018-04-16T01:05:18.782477Z
Ai Kenya,"AI Kenya is a group for all enthusiasts, learners and developers in Machine Learning, Data Science and Artificial Intelligence in general. We are a community of AI practitioners & Data Scientists across East Africa that come together to share knowledge & challenges in the field. This youtube channel features recorded content from our events and activities that we share with an aim of democratizing knowledge in machine learning and data science.",UCSa6RXTmvXOUGnQic_BOwIg,2020-10-30T14:43:06.499826Z
Alikiba,"Ally Saleh Kiba Known as Alikiba (Born November 29,1986) is a Tanzanian recording artiste, songwriter, dancer, producer, actor and model. He is one of Africa’s biggest stars and his name is steadily becoming a household name internationally.So influential is Alikiba that the Tanzania’s president JK.Mrisho Kikwete honored him for his invaluable contribution to Tanzanian Music and Arts and Culture feted him.In 2011, Alikiba was voted as “the most popular top selling artist in East Africa” Tanzania, Kenya and Uganda by Synovate research.In 2010 Alikiba achieved another first, collaborating alongside Billboard’s “Most Influential Global R&B Artist of the past 25 years”, American singer and record producer R Kelly for the successful One8 Project alongside (7) Of Africa’s Biggest names in music.",UCSlyAXLzVNfsh3geYD9Cc4A,2015-07-13T17:13:11Z
Joel Moriasi,Welcome to my channel. This is my journey as a black man through Turkey. It can get really interesting.,UCSsufC19LHU3NNYUUzRv9fw,2015-06-05T19:58:34Z
Gucci Mane,Official Youtube channel of Atlantic Records recording artist and The New 1017 label founder Gucci Mane.,UCSugZEYrWbzqIWGD195V-YA,2016-07-12T20:01:23Z
Vallerie Muthoni,"Vallerie Muthoni aka Brown Suga is a Kenyan-American singer, rapper, dancer, and creative director based in Nairobi, Kenya.

Muthoni names artists like Michael Jackson, Beyonce, and Nicki Minaj as major influences in her artistry today. Being a genre-fluid artist, her sound involves but is not limited to, Afro-fusion, Hip-hop & Trap, RnB & Soul.

Vallerie has perfected the craft of engaging with her audience through storytelling, stage presence, dance & charisma. She has performed on stages like Fete en Appreme (DC), Blankets & Wine Festival, Tusker Oktobafest. She has shared stages alongside renowned artists such as Burna Boy, Nasty C, Lady Leshurr, Kwesta, Shekhinah & Sauti Sol to name a few. 

Muthoni continues to shine not only in her city receiving frequent radio airplay and recognition through awards like the ‘Music Video of the Year’ at Unkut HipHop Awards 2019 but also repping Kenya on international media platforms BBC 1xtra’s Africa 360 playlist and Triller Africa.",UCSyUSDxsiraLWS3TKkEcJAg,2016-09-11T21:27:29Z
Uzikwendu Onunaku,"I’m on a journey to bring back the original hip hop culture to the Nigerian Music scene through real rap. My channel is the outcome of discipline, versatility, grit and most importantly LYRICS...",UCSy_4qf6FpZaS4h1T7Ehdsw,2014-11-25T13:17:22Z
bizzlevideos,,UCT8v5jMfFeMPgjXqA4C_l2Q,2019-06-27T00:14:55.720318Z
ImagineDragons,"LOOM. our sixth studio album. Listen and purchase now: https://imaginedragons.lnk.to/loom 
Shop LOOM merch & music products: https://imaginedragons.lnk.to/loomstore 
Get the target exclusive orange vinyl: https://imaginedragons.lnk.to/loom/target 
Get the walmart exclusive pink vinyl: https://imaginedragons.lnk.to/loom/walmart 
Get the indie exclusive curacao vinyl: https://imaginedragons.lnk.to/LOOM/recordstoreday",UCT9zcQNlyht7fRlcjmflRSA,2018-04-10T22:30:37.184571Z
We Are Shofar,A group of young men and women who love to praise the Lord through song.,UCTBtbDWBI21jEhnAdlId8uw,2019-04-02T15:34:21.949291Z
Swahiligal,"Kenyan, Afro Hijabi, Island Girl who happens to be a YouTuber sharing madness and adventures with the world.

Hit me up on twitter or Instagram and we can talk a lot more...",UCTE94_QsIGUHqBOU5stoMCQ,2016-07-24T12:44:44Z
KoRn,"koRn on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCTGbDM6lZnKFctFA5GOU0Kg,2018-05-03T08:29:05.355469Z
KONSHENS,"instagram : @konshens
facebook : @konshens

Welcome to the official Youtube channel of Jamaican Reggae/ Dancehall artist Konshens. Make sure to subscribe for official music, live performances, behind the scenes & unreleased gems! 

Fans of dancehall music know Konshens as the voice behind many of the biggest bashment anthems of all-time. Hits like “Gal a Bubble” and “Bruk Off Yuh Back” are absolute essentials of the genre, capable of sending dancers into a frenzy the moment they play in a party. But there’s more to Konshens than one sound. Collaborations with Nipsey Hussle, The Chainsmokers, Cardi B, Major Lazer, Rick Ross, Nicky Jam, Doja Cat, Enrique Iglesias, E-40, Eve, Jamie XX, Farruko, Pitbull and Clean Bandit prove he’s an artist whose talents can’t be boxed in.",UCTK7bxUEGzyxDB23qfkQSbA,2016-04-28T06:58:06Z
Joe Annel,Warning: May contain nerdy excitement 🤓,UCTLANgaKwiiiSYLXSW9NvwQ,2025-08-12T14:49:54.416517Z
NDOVU KUU,"This is Ndovu Kuu's Official Youtube Channel. Ndovu Kuu,A Music Producer,Singer,Songwriter and Rapper Seeks to show that there's no limits as to how you can express yourself musically.He thrives in different genres and has proven to be a real musical sensation as all his songs have cut across a worldwide audience and still contimuing to grow.Listen to the Sound of A Free Soul.",UCTMHpcjrnvRqgibhgDDqAxw,2021-05-24T13:18:17.340424Z
Eligible Monster | Gaming Lore,"I like to talk about video game lore. 

Assassin's Creed
FFXIV
Destiny
Resident Evil 
Sonic 
are my current focuses

Comic Book Lore and Stories at http://www.youtube.com/comicstorian

Follow us on Twitter at 
@comicstorian
@yorcia",UCTQZMUR7Pt8qT_qWpf-VT2A,2016-08-31T18:57:08Z
Julia Silge,,UCTTBgWyJl2HrrhQOOc710kA,2020-02-13T06:17:50.829064Z
Teddy “Boneless” Thyaka,"Boneless is a Dancer,Tatoo Artist and Musician hailing from Kenya.My aim is to bring back the Kamba music of old by blending it with the contemporary musical styles of today with a focus on House music.Welcome to my channel,I hope my work inspires you.",UCTYj_VeLn-qpyoeoI4ngL0Q,2019-06-24T08:25:48.266039Z
RUTHLESS FOCUS,The Best Channel For Automotive  knowledge based in Kenya,UCTaR6B5FniZMt1SNbU2Tipw,2023-03-10T09:21:41.265458Z
Mike Posner,"Since 2009, International multi-platinum selling, GRAMMY-nominated artist and songwriter Mike Posner has quietly become one of the world’s most successful and recognizable voices. From his 2016 sophomore full-length album, At Night, Alone, which included the ubiquitous RIAA 4x-platinum smash “I Took A Pill In Ibiza’ which made history as “one of Spotify’s Top 10 Most Streamed Songs of All Time” with 3 billion streams and earned Mike a 2017 GRAMMY® nomination for “Song of The Year.” To his most recent and fourth studio album A REAL GOOD KID and 2019 mixtape release Keep Going, featuring special guests Logic, Wiz Khalifa, Ty Dolla $ign, Talib Kweli, ‘Keep Going’ chronicled and commemorated his well-documented and celebrated 3,000-mile hike across America. His most recent return explores depression, self-loathing and isolation by way of a 36-minute rap opera titled Operation: Wake Up.",UCTaevJgpY78By0ELxeJmQpA,2018-05-11T01:07:20.471203Z
WAHU KAGWI,"Kenyan Musician, wife, mum, lover of life 🤗",UCTl7wHE4tDgokrrlT7qNvug,2016-06-01T15:03:43Z
Mutua Matheka,"Visual artist. Nairobi native. I tell African stories through cityscapes, culture, and self.
From Unscrambling Africa to Nywele — this is where art meets rebellion and everything in between.",UCTpJldMNd70hBMfWUj-HTIA,2016-05-20T15:54:44Z
Tré Melvin ,"American producer, actor, singer, writer, designer, activist, and entrepreneur Tré Melvin is one of the most prominent names in digital media. Hailing from Dayton, Ohio, Tré began birthing a myriad of plays, poems, songs, books, and short films all before his tenth birthday. He began acting professionally at twelve, performing in a variety of plays, musicals, commercials, films, and radio spots. He studied theatre and creative writing in grades 7-12 at Stivers School for the Arts, and later at the University of Cincinnati and The Juilliard School.

Widely known for his YouTube sketch, parody, social commentary, and short-form episodic programming, Melvin has accumulated an audience of over ten million across all social platforms and more than one billion video views worldwide. He has secured a plethora of digital media award wins and nominations and has been featured across outlets such as NBC News, Essence, BET, Jet Magazine, E! News, etc for his social and political activism.",UCTpwJfKOMcaGOrVdccjnbQQ,2014-05-28T05:11:08Z
Josh Peck,"This is my mind on Youtube. Stoked to show you guys my life and everyone in it! I'm posting vids every Wednesday, enjoy!

Paige Instagram @Paigeobrienn

Management: Peckagent@gmail.com",UCTr-klXfdXmrU9FEP987ueg,2017-07-20T08:03:27Z
MyFabolousLife,"Fabolous on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCTsbYJO2ss1i8FG-jcbgx8Q,2018-04-30T22:49:50.613686Z
Rita Ora,"Rita Ora on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCTtZUkI_PkWfoUWaX3J4qtg,2018-05-11T01:07:20.578123Z
BugBytes,"On this channel, we create tutorials and videos primarily about web development, data analytics and data science. We'll focus on implementations using primarily Python and JavaScript, occasionally diving into other languages. As the channel progresses, we will also touch on concepts such as DevOps, containerization, cloud computing (AWS) and machine learning/AI.

If you can spare any change, please consider buying me a coffee to help keep me motivated to write tutorials, make videos and write blog posts! It would be greatly appreciated: https://ko-fi.com/bugbytes

Blog: https://www.bugbytes.io/posts/
Github: https://github.com/bugbytes-io",UCTwxaBjziKfy6y_uWu30orA,2023-08-15T14:31:26.947452Z
Afro Soulo,"Hey there,
Welcome on here, my people call me Sav but you can also call me Afro Soulo. 
I'm on this channel in pursuit of sharing my learnings, reflections, growth, lifestyle and a few tips and tricks to make this life way easier for you and me. 

Where am I from? Kenya
How old am I? 24 
What do I study? BSc. Computing
Sports? Basketball",UCTypsCmc9B-MTCDqKXfuBBA,2017-01-09T21:30:52Z
FERG,"A founding member of Harlem's A$AP Mob, Ferg was initially the group's main clothing designer, but after teaming with  Mob member A$AP Rocky, he became one of the crew's breakout rappers. His approach to rap was innovative and risky from the beginning, with interesting production choices and unusual vocal delivery defining his solo releases. Ferg channeled his uniqueness into success, hitting the Top Ten charts with proper studio albums Trap Lord (2013) and Always Strive and Prosper (2016), and making a decent chart showing with mixtapes like 2020's Floor Seats II.


""FERG STRONG"" out now https://too.fm/2wkmp93

Twitter: https://twitter.com/asapferg
Instagram: https://www.instagram.com/asapferg/
Official Site: http://asapferg.com/",UCU4dAZZU0iXC3U-EZ2v5ePg,2018-04-30T22:49:51.005286Z
TEAMMISTARI,Video Production House,UCU5Q3HgrzuTDnsR1KjsQPxg,2014-11-25T13:17:22Z
Usher,"Usher on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCU8hEdjK8u27TM7KA8JVIEw,2018-04-17T01:10:48.770953Z
minutephysics,"Simply put: cool physics and other sweet science.

""If you can't explain it simply, you don't understand it well enough.""
~Rutherford via Einstein? (wikiquote)

Created by Henry Reich",UCUHW94eEFW7hkUMVaZz4eDg,2014-08-28T08:32:14Z
Blackstreet,"Blackstreet on Vevo - Official Music Videos, Live Performances, Interviews and more...",UCUHtgunZcEYMFaFe3F0c_Ww,2015-10-27T21:01:28Z
Nabalayo,Music maker.,UCUJ-C_T_clEFWLiqpAJDssQ,2020-12-07T14:27:30.631489Z
sWooZie,"If you have a pulse, you have a purpose.",UCUKi4zY5ETSqrKAjTBgjM-g,2015-12-02T16:52:11Z
Kabinda Lemba,,UCUPqgBSEfaL3zQ5NlfU3UYQ,2016-07-14T22:11:20Z
